drugA,drugB,label
DB09068,DB11703,1
DB01267,DB11164,1
DB11859,DB00458,1
DB04263,DB00176,1
DB11967,DB00540,1
DB00831,DB00238,1
DB00472,DB06730,1
DB01018,DB13457,1
DB06700,DB12615,1
DB00614,DB00715,1
DB00433,DB01155,1
DB00285,DB12100,1
DB00436,DB00285,1
DB00344,DB00354,1
DB06719,DB01100,1
DB08918,DB01399,1
DB06814,DB00334,1
DB00215,DB00159,1
DB00458,DB00714,1
DB00502,DB01110,1
DB00590,DB00182,1
DB01238,DB13420,1
DB00726,DB05316,1
DB01238,DB00785,1
DB11770,DB01174,1
DB00543,DB01234,1
DB00656,DB01348,1
DB00476,DB04070,1
DB00491,DB01104,1
DB08815,DB00370,1
DB11889,DB00476,1
DB09324,DB01242,1
DB00267,DB00182,1
DB00734,DB06690,1
DB01180,DB06216,1
DB09068,DB00477,1
DB11371,DB14185,1
DB01224,DB13208,1
DB00289,DB06216,1
DB00433,DB05227,1
DB00850,DB09049,1
DB15477,DB00363,1
DB00831,DB01531,1
DB12752,DB06684,1
DB14185,DB00136,1
DB14185,DB15197,1
DB00502,DB01135,1
DB01247,DB01440,1
DB06230,DB00321,1
DB00585,DB01100,1
DB00370,DB04938,1
DB13295,DB00715,1
DB00734,DB01110,1
DB00994,DB01018,1
DB01267,DB14631,1
DB04695,DB00321,1
DB00443,DB00623,1
DB01156,DB09091,1
DB09100,DB08918,1
DB00934,DB11699,1
DB00476,DB04896,1
DB01255,DB13649,1
DB00475,DB13572,1
DB00502,DB00291,1
DB09068,DB00184,1
DB01156,DB01132,1
DB01037,DB00725,1
DB00458,DB11892,1
DB08815,DB08911,1
DB09129,DB00321,1
DB00363,DB00261,1
DB06419,DB01174,1
DB00344,DB00297,1
DB00182,DB00705,1
DB00341,DB06016,1
DB01598,DB14185,1
DB01156,DB06782,1
DB00458,DB11181,1
DB06237,DB00370,1
DB00080,DB00476,1
DB00363,DB12107,1
DB00934,DB01614,1
DB01037,DB00935,1
DB01624,DB14509,1
DB00715,DB13400,1
DB01267,DB13984,1
DB00502,DB12361,1
DB06268,DB01104,1
DB01100,DB13403,1
DB11306,DB01174,1
DB01104,DB00533,1
DB00704,DB06264,1
DB01435,DB00370,1
DB09001,DB09128,1
DB01336,DB00215,1
DB00215,DB01562,1
DB00490,DB13312,1
DB06016,DB11994,1
DB00726,DB13217,1
DB09043,DB00477,1
DB00726,DB04817,1
DB00224,DB00715,1
DB00752,DB02032,1
DB06402,DB00472,1
DB01224,DB00585,1
DB01080,DB00715,1
DB12361,DB08918,1
DB00988,DB09128,1
DB08827,DB00246,1
DB00829,DB00539,1
DB00726,DB04896,1
DB00714,DB00363,1
DB01149,DB08841,1
DB00656,DB13527,1
DB09194,DB06700,1
DB00737,DB00850,1
DB01056,DB00850,1
DB01149,DB04932,1
DB11560,DB00334,1
DB01351,DB00176,1
DB00656,DB01087,1
DB09068,DB09194,1
DB02901,DB00408,1
DB00246,DB13286,1
DB00934,DB06190,1
DB00408,DB01198,1
DB01068,DB01625,1
DB00182,DB09300,1
DB00915,DB01238,1
DB00017,DB01156,1
DB00363,DB13850,1
DB13953,DB01037,1
DB12177,DB00472,1
DB00850,DB01495,1
DB01242,DB09204,1
DB01149,DB01216,1
DB00182,DB06711,1
DB00363,DB08881,1
DB00404,DB00891,1
DB00742,DB00704,1
DB00679,DB06731,1
DB00623,DB06770,1
DB01355,DB00363,1
DB01174,DB00483,1
DB01338,DB09128,1
DB00070,DB01238,1
DB00499,DB09068,1
DB00795,DB00829,1
DB00502,DB13191,1
DB00422,DB12080,1
DB00477,DB00390,1
DB00404,DB06529,1
DB00344,DB04819,1
DB00313,DB01622,1
DB13823,DB00433,1
DB00502,DB01401,1
DB00363,DB06705,1
DB06716,DB09128,1
DB00458,DB14545,1
DB01238,DB13917,1
DB01135,DB06216,1
DB00476,DB01015,1
DB00182,DB11114,1
DB00490,DB00199,1
DB09325,DB00458,1
DB05109,DB00476,1
DB00363,DB13219,1
DB01100,DB11376,1
DB00321,DB04877,1
DB13526,DB00477,1
DB11720,DB00458,1
DB09068,DB00230,1
DB00165,DB01242,1
DB06016,DB01274,1
DB06480,DB00472,1
DB06736,DB00176,1
DB13770,DB01175,1
DB08918,DB11577,1
DB08976,DB01156,1
DB13232,DB00176,1
DB00285,DB00215,1
DB02032,DB09068,1
DB06216,DB08950,1
DB04917,DB01104,1
DB01482,DB00246,1
DB09128,DB09154,1
DB09570,DB00850,1
DB00628,DB04842,1
DB01174,DB01137,1
DB00083,DB06700,1
DB01547,DB01623,1
DB01171,DB00656,1
DB13514,DB08918,1
DB13432,DB01224,1
DB04821,DB00476,1
DB01497,DB00215,1
DB01151,DB13542,1
DB13246,DB00176,1
DB01576,DB00843,1
DB00231,DB00344,1
DB11915,DB00370,1
DB05034,DB00182,1
DB00472,DB13468,1
DB08918,DB13852,1
DB00182,DB09344,1
DB06700,DB09270,1
DB00679,DB13657,1
DB00573,DB06216,1
DB00486,DB06216,1
DB00206,DB00334,1
DB00543,DB08807,1
DB06016,DB04920,1
DB06700,DB00009,1
DB00369,DB00628,1
DB00629,DB00679,1
DB00946,DB00246,1
DB01429,DB00182,1
DB00715,DB12831,1
DB13754,DB00176,1
DB13232,DB09068,1
DB00323,DB00540,1
DB11591,DB00679,1
DB00718,DB00476,1
DB09068,DB09280,1
DB01576,DB01114,1
DB01577,DB00245,1
DB11718,DB00246,1
DB00475,DB01018,1
DB01303,DB00540,1
DB00334,DB12376,1
DB00182,DB09265,1
DB14737,DB01174,1
DB00732,DB06216,1
DB00477,DB09103,1
DB00923,DB08918,1
DB08918,DB01015,1
DB01068,DB01133,1
DB01104,DB06663,1
DB09281,DB01242,1
DB01095,DB00734,1
DB01247,DB12625,1
DB13675,DB00831,1
DB00408,DB09272,1
DB01256,DB01151,1
DB13623,DB01151,1
DB01149,DB12833,1
DB04827,DB06016,1
DB01600,DB00829,1
DB01087,DB00831,1
DB02234,DB00370,1
DB09089,DB01100,1
DB00502,DB12582,1
DB01238,DB12070,1
DB13876,DB01151,1
DB08874,DB00472,1
DB09068,DB04832,1
DB00695,DB01242,1
DB00829,DB09338,1
DB00933,DB00726,1
DB00704,DB01544,1
DB00742,DB00555,1
DB08882,DB01267,1
DB01100,DB00254,1
DB01136,DB09128,1
DB00377,DB06216,1
DB14055,DB00363,1
DB01255,DB13779,1
DB01174,DB12526,1
DB01037,DB09292,1
DB00408,DB06738,1
DB00555,DB00672,1
DB01068,DB01563,1
DB06152,DB06684,1
DB01303,DB00472,1
DB00829,DB00642,1
DB00540,DB07780,1
DB00456,DB00182,1
DB09068,DB13496,1
DB12500,DB01175,1
DB00475,DB06575,1
DB01037,DB09023,1
DB00673,DB06700,1
DB01238,DB12231,1
DB00472,DB04878,1
DB06283,DB00502,1
DB14185,DB09227,1
DB00656,DB09026,1
DB13378,DB06216,1
DB01267,DB09264,1
DB00321,DB00944,1
DB00765,DB00726,1
DB01267,DB01354,1
DB00356,DB00475,1
DB01119,DB01018,1
DB00475,DB13812,1
DB06684,DB00661,1
DB00408,DB05710,1
DB01576,DB12465,1
DB01100,DB00082,1
DB01195,DB00934,1
DB00850,DB00379,1
DB01576,DB08941,1
DB06626,DB00831,1
DB01151,DB12846,1
DB01303,DB00822,1
DB00313,DB00621,1
DB00472,DB00705,1
DB01233,DB00502,1
DB12332,DB01623,1
DB00851,DB01037,1
DB00185,DB00628,1
DB00502,DB00011,1
DB00246,DB01401,1
DB00433,DB04885,1
DB00537,DB01068,1
DB00934,DB00384,1
DB01330,DB01151,1
DB06700,DB09081,1
DB00831,DB14059,1
DB01267,DB13196,1
DB09066,DB01242,1
DB00934,DB09235,1
DB00822,DB00748,1
DB06216,DB00782,1
DB00458,DB04868,1
DB09097,DB00490,1
DB00502,DB01495,1
DB00656,DB01208,1
DB01156,DB00392,1
DB00502,DB00697,1
DB06582,DB06684,1
DB06605,DB00623,1
DB01037,DB13678,1
DB15130,DB01100,1
DB12212,DB00831,1
DB01238,DB05521,1
DB01037,DB09154,1
DB00934,DB01638,1
DB00797,DB01242,1
DB08815,DB04839,1
DB00313,DB12112,1
DB00262,DB01267,1
DB00679,DB06716,1
DB06684,DB13690,1
DB00555,DB00617,1
DB01149,DB13199,1
DB00831,DB05812,1
DB11964,DB01576,1
DB00850,DB08960,1
DB00476,DB01231,1
DB00934,DB14568,1
DB04876,DB00246,1
DB00475,DB00972,1
DB08815,DB01203,1
DB00246,DB13357,1
DB00458,DB00830,1
DB00829,DB01159,1
DB13233,DB14185,1
DB01076,DB00363,1
DB01174,DB09029,1
DB00437,DB00321,1
DB01219,DB00476,1
DB06700,DB10676,1
DB00422,DB09129,1
DB00656,DB06787,1
DB00285,DB13940,1
DB06700,DB01601,1
DB00628,DB00969,1
DB01166,DB00313,1
DB00555,DB13653,1
DB06706,DB09068,1
DB00433,DB00985,1
DB01247,DB00191,1
DB00363,DB06282,1
DB08918,DB09325,1
DB00726,DB00674,1
DB00334,DB13665,1
DB08875,DB01156,1
DB00458,DB13781,1
DB00477,DB14062,1
DB00313,DB00883,1
DB12645,DB00215,1
DB00734,DB09241,1
DB14060,DB01156,1
DB00752,DB04820,1
DB01151,DB08971,1
DB00623,DB08059,1
DB00472,DB15360,1
DB01215,DB01623,1
DB00843,DB06077,1
DB02489,DB01100,1
DB14530,DB01242,1
DB01037,DB05607,1
DB00285,DB01121,1
DB00433,DB11554,1
DB00279,DB00934,1
DB06016,DB00498,1
DB00822,DB00246,1
DB00470,DB01242,1
DB01149,DB09261,1
DB00575,DB00313,1
DB01018,DB00554,1
DB00540,DB09118,1
DB00704,DB00924,1
DB00555,DB06678,1
DB00334,DB02207,1
DB01238,DB00483,1
DB01623,DB11994,1
DB13867,DB00502,1
DB08896,DB00543,1
DB00476,DB13691,1
DB01050,DB00477,1
DB14575,DB00934,1
DB13317,DB00176,1
DB00215,DB13025,1
DB00404,DB00070,1
DB01174,DB13253,1
DB00215,DB01340,1
DB01175,DB13784,1
DB00484,DB00502,1
DB00829,DB01202,1
DB00829,DB01114,1
DB00490,DB14644,1
DB00501,DB00628,1
DB04573,DB01037,1
DB00623,DB01551,1
DB06700,DB13601,1
DB06216,DB00937,1
DB00831,DB12825,1
DB08059,DB00370,1
DB01100,DB13584,1
DB00490,DB13411,1
DB04729,DB01151,1
DB01018,DB09256,1
DB00422,DB14527,1
DB13527,DB00182,1
DB00404,DB01495,1
DB09097,DB00363,1
DB00344,DB02546,1
DB06696,DB00829,1
DB01326,DB01242,1
DB00934,DB01273,1
DB00476,DB01600,1
DB01115,DB14509,1
DB13284,DB00555,1
DB00831,DB14060,1
DB00829,DB00022,1
DB00737,DB01224,1
DB06016,DB13787,1
DB01238,DB06738,1
DB00363,DB06738,1
DB00537,DB00704,1
DB00366,DB01242,1
DB00356,DB00433,1
DB00458,DB01336,1
DB01037,DB12177,1
DB06016,DB00391,1
DB08954,DB00321,1
DB01059,DB06216,1
DB00490,DB09054,1
DB00991,DB01242,1
DB00255,DB01149,1
DB09218,DB00628,1
DB01484,DB06016,1
DB01238,DB01089,1
DB00679,DB12427,1
DB01174,DB09174,1
DB09014,DB09068,1
DB01100,DB02709,1
DB00555,DB13357,1
DB14185,DB05521,1
DB04572,DB01224,1
DB01037,DB00169,1
DB07402,DB09128,1
DB00472,DB00031,1
DB00479,DB08918,1
DB00363,DB14635,1
DB01018,DB01136,1
DB12725,DB01175,1
DB00344,DB00358,1
DB00433,DB00361,1
DB00409,DB00829,1
DB01509,DB00477,1
DB09068,DB09048,1
DB09239,DB01175,1
DB00475,DB12927,1
DB00831,DB00916,1
DB01104,DB01175,1
DB00321,DB02032,1
DB01242,DB11085,1
DB01242,DB00904,1
DB00476,DB01545,1
DB01135,DB00472,1
DB01175,DB13347,1
DB01037,DB00201,1
DB08815,DB04665,1
DB09195,DB01255,1
DB00662,DB08815,1
DB00829,DB09137,1
DB01016,DB00490,1
DB01238,DB13179,1
DB00363,DB06660,1
DB00334,DB08899,1
DB01255,DB06725,1
DB01576,DB00722,1
DB00458,DB13975,1
DB00313,DB13219,1
DB00363,DB13303,1
DB01159,DB01175,1
DB14975,DB01151,1
DB00675,DB00752,1
DB09161,DB01224,1
DB00334,DB11555,1
DB08808,DB01255,1
DB09050,DB14509,1
DB14528,DB00321,1
DB06684,DB13505,1
DB01151,DB06579,1
DB00476,DB00891,1
DB01285,DB01149,1
DB01199,DB06077,1
DB06077,DB13584,1
DB13803,DB14509,1
DB01623,DB13196,1
DB09084,DB00555,1
DB06077,DB13377,1
DB00408,DB00679,1
DB08918,DB00957,1
DB01018,DB09042,1
DB00959,DB00476,1
DB00703,DB01018,1
DB09128,DB09216,1
DB00628,DB15203,1
DB00656,DB01206,1
DB01224,DB00184,1
DB01238,DB04840,1
DB01137,DB01100,1
DB01268,DB00502,1
DB00825,DB00477,1
DB09247,DB14185,1
DB09068,DB04843,1
DB11760,DB01149,1
DB00321,DB13961,1
DB00715,DB00318,1
DB01174,DB01245,1
DB00285,DB08897,1
DB00475,DB01339,1
DB14509,DB08801,1
DB00502,DB09320,1
DB00476,DB12582,1
DB00335,DB01267,1
DB01149,DB12080,1
DB00215,DB05099,1
DB00715,DB02959,1
DB06201,DB01104,1
DB00862,DB00679,1
DB08940,DB06700,1
DB01224,DB09234,1
DB00597,DB01267,1
DB00246,DB01354,1
DB00752,DB09000,1
DB00656,DB05488,1
DB06016,DB14125,1
DB11785,DB01174,1
DB00998,DB01238,1
DB00660,DB06077,1
DB06684,DB08839,1
DB00458,DB11674,1
DB01175,DB13616,1
DB00363,DB13145,1
DB12725,DB01149,1
DB00546,DB01151,1
DB00368,DB00679,1
DB01618,DB09128,1
DB01174,DB00584,1
DB01018,DB00820,1
DB00274,DB01156,1
DB00477,DB01586,1
DB01235,DB00734,1
DB00321,DB00881,1
DB13676,DB00215,1
DB01623,DB13357,1
DB00555,DB01221,1
DB01623,DB01601,1
DB08865,DB00623,1
DB00490,DB00519,1
DB00555,DB13745,1
DB13178,DB01242,1
DB09042,DB01255,1
DB00476,DB09163,1
DB06684,DB00737,1
DB01246,DB01104,1
DB01156,DB01242,1
DB01018,DB00795,1
DB13273,DB01255,1
DB01623,DB01193,1
DB01224,DB13874,1
DB00477,DB12537,1
DB03203,DB00555,1
DB00752,DB00629,1
DB06077,DB13850,1
DB12930,DB01224,1
DB06016,DB14575,1
DB00458,DB00553,1
DB01482,DB00540,1
DB01336,DB01618,1
DB01618,DB12177,1
DB00831,DB09089,1
DB09290,DB01100,1
DB00285,DB00725,1
DB09186,DB01175,1
DB01064,DB01576,1
DB01100,DB13402,1
DB01320,DB01149,1
DB01416,DB09068,1
DB06196,DB09068,1
DB01104,DB00317,1
DB00934,DB11251,1
DB00656,DB13496,1
DB00215,DB06697,1
DB00313,DB11199,1
DB00285,DB00845,1
DB00832,DB14185,1
DB08895,DB00502,1
DB06216,DB13335,1
DB00679,DB09238,1
DB00363,DB09472,1
DB00628,DB12338,1
DB00704,DB01104,1
DB12958,DB00934,1
DB01104,DB13437,1
DB00445,DB01175,1
DB00176,DB01101,1
DB00546,DB08815,1
DB04835,DB01149,1
DB13805,DB00543,1
DB01018,DB00727,1
DB00514,DB01224,1
DB00567,DB08918,1
DB00829,DB00505,1
DB00477,DB08840,1
DB00555,DB09224,1
DB09290,DB00831,1
DB00404,DB00949,1
DB00918,DB08918,1
DB01175,DB09007,1
DB00370,DB01050,1
DB01242,DB01105,1
DB09068,DB13779,1
DB01238,DB06414,1
DB00313,DB09248,1
DB00555,DB06109,1
DB06016,DB03410,1
DB01149,DB01545,1
DB00798,DB00182,1
DB00388,DB00490,1
DB09219,DB00246,1
DB00107,DB00363,1
DB00422,DB09089,1
DB00321,DB09201,1
DB00433,DB01614,1
DB08910,DB09128,1
DB00458,DB12515,1
DB13663,DB09068,1
DB06684,DB12554,1
DB00313,DB14026,1
DB11235,DB00704,1
DB00206,DB00370,1
DB00543,DB04743,1
DB13293,DB01104,1
DB08815,DB00559,1
DB00404,DB01488,1
DB00229,DB09068,1
DB00432,DB01156,1
DB09238,DB01018,1
DB00247,DB00679,1
DB00752,DB13324,1
DB11792,DB14185,1
DB00182,DB00985,1
DB00313,DB14634,1
DB01577,DB01100,1
DB00344,DB00966,1
DB01623,DB01244,1
DB00404,DB09103,1
DB06016,DB00281,1
DB01255,DB09080,1
DB01151,DB00640,1
DB00715,DB00424,1
DB00555,DB00771,1
DB09011,DB09128,1
DB01255,DB13001,1
DB00850,DB14185,1
DB00334,DB00505,1
DB00334,DB00215,1
DB00830,DB01151,1
DB09068,DB11675,1
DB00706,DB00555,1
DB09249,DB00458,1
DB00689,DB00829,1
DB00829,DB11915,1
DB01068,DB13303,1
DB01254,DB08918,1
DB01004,DB01068,1
DB01016,DB00433,1
DB09068,DB01248,1
DB06216,DB09174,1
DB13136,DB00313,1
DB01224,DB01556,1
DB09014,DB14509,1
DB00344,DB00871,1
DB01018,DB09011,1
DB00617,DB00734,1
DB01601,DB01068,1
DB06148,DB08815,1
DB00771,DB00704,1
DB00196,DB14509,1
DB00726,DB01336,1
DB00182,DB13917,1
DB01618,DB12693,1
DB01238,DB06729,1
DB00472,DB00891,1
DB11537,DB14185,1
DB01104,DB13369,1
DB06207,DB01255,1
DB00540,DB06670,1
DB00934,DB00537,1
DB00543,DB06168,1
DB01156,DB13246,1
DB05687,DB00934,1
DB13733,DB06700,1
DB00321,DB13418,1
DB06684,DB13631,1
DB00334,DB06727,1
DB00831,DB13657,1
DB00850,DB09122,1
DB01551,DB06016,1
DB08934,DB00734,1
DB09299,DB00502,1
DB00778,DB00472,1
DB00831,DB13354,1
DB04829,DB00679,1
DB00490,DB06262,1
DB00704,DB13233,1
DB00950,DB00555,1
DB01242,DB00034,1
DB00726,DB00624,1
DB00805,DB01618,1
DB14185,DB01005,1
DB00764,DB00408,1
DB01255,DB00295,1
DB00555,DB12080,1
DB09068,DB00762,1
DB01232,DB00285,1
DB01323,DB01104,1
DB00404,DB08329,1
DB00433,DB00832,1
DB13384,DB14185,1
DB09068,DB00966,1
DB00182,DB13817,1
DB01148,DB01576,1
DB06077,DB00812,1
DB09218,DB01242,1
DB00734,DB01347,1
DB00262,DB00752,1
DB06684,DB08794,1
DB00344,DB04903,1
DB01156,DB14715,1
DB00285,DB01215,1
DB06267,DB00472,1
DB01175,DB09283,1
DB00715,DB13772,1
DB01247,DB01289,1
DB00918,DB01174,1
DB00313,DB01577,1
DB00623,DB13225,1
DB00734,DB00007,1
DB00999,DB00313,1
DB00726,DB08996,1
DB01151,DB06706,1
DB13478,DB08918,1
DB00159,DB00363,1
DB00334,DB13627,1
DB05115,DB01242,1
DB08861,DB00215,1
DB08890,DB01175,1
DB01247,DB12184,1
DB01242,DB13703,1
DB00805,DB00679,1
DB01547,DB06700,1
DB01104,DB04017,1
DB01068,DB08883,1
DB00721,DB01104,1
DB00182,DB09078,1
DB00734,DB08927,1
DB00187,DB00246,1
DB00941,DB01149,1
DB09413,DB00540,1
DB01247,DB01246,1
DB04812,DB08815,1
DB00247,DB00502,1
DB00726,DB12752,1
DB01149,DB00617,1
DB00322,DB06700,1
DB01329,DB01018,1
DB09080,DB01238,1
DB00334,DB04842,1
DB00458,DB01071,1
DB00726,DB12092,1
DB01224,DB00973,1
DB00909,DB00363,1
DB00555,DB00876,1
DB01174,DB00708,1
DB11518,DB08918,1
DB11641,DB00734,1
DB01151,DB11121,1
DB00486,DB00344,1
DB06402,DB01242,1
DB01623,DB13744,1
DB00421,DB01151,1
DB01558,DB09068,1
DB00344,DB07931,1
DB00540,DB09089,1
DB00752,DB00402,1
DB00949,DB00543,1
DB00969,DB01247,1
DB01093,DB01267,1
DB00656,DB01236,1
DB00313,DB08954,1
DB01037,DB00013,1
DB01202,DB00215,1
DB00321,DB13757,1
DB00555,DB09043,1
DB00557,DB06700,1
DB00182,DB12100,1
DB01104,DB00230,1
DB00433,DB00980,1
DB00321,DB13510,1
DB00490,DB13233,1
DB12245,DB00715,1
DB04808,DB00422,1
DB01576,DB13399,1
DB00831,DB00374,1
DB00246,DB01399,1
DB00555,DB11126,1
DB01174,DB11869,1
DB13831,DB00555,1
DB01104,DB00673,1
DB00422,DB11632,1
DB01175,DB14938,1
DB00998,DB14185,1
DB00715,DB00332,1
DB06016,DB13601,1
DB00334,DB00247,1
DB00679,DB12492,1
DB14185,DB00653,1
DB00829,DB05542,1
DB00555,DB06211,1
DB00295,DB00363,1
DB00831,DB01352,1
DB05109,DB00726,1
DB00660,DB01267,1
DB01149,DB09132,1
DB00476,DB01069,1
DB01224,DB00370,1
DB00285,DB01117,1
DB01082,DB00363,1
DB06216,DB09238,1
DB11827,DB00831,1
DB12406,DB01037,1
DB01037,DB14598,1
DB00195,DB00313,1
DB00502,DB06168,1
DB00828,DB01149,1
DB00206,DB01623,1
DB00334,DB00875,1
DB00759,DB01156,1
DB01175,DB01093,1
DB06016,DB09248,1
DB00934,DB00968,1
DB00104,DB00215,1
DB00934,DB00388,1
DB00934,DB01426,1
DB00313,DB04574,1
DB00262,DB08918,1
DB06804,DB01068,1
DB01104,DB01484,1
DB01037,DB09000,1
DB01239,DB08815,1
DB01104,DB01215,1
DB01100,DB11470,1
DB13384,DB00476,1
DB01255,DB06190,1
DB01246,DB01242,1
DB00726,DB11828,1
DB00370,DB13352,1
DB06727,DB06700,1
DB06684,DB11477,1
DB00715,DB06168,1
DB00285,DB12958,1
DB00321,DB00203,1
DB00540,DB09187,1
DB01267,DB13754,1
DB01618,DB13523,1
DB00623,DB09119,1
DB08918,DB06168,1
DB00918,DB01623,1
DB00703,DB09068,1
DB00831,DB00276,1
DB06684,DB11235,1
DB09488,DB01100,1
DB00543,DB01347,1
DB00313,DB06153,1
DB00737,DB06077,1
DB00715,DB00918,1
DB00656,DB00341,1
DB01037,DB00469,1
DB14059,DB01149,1
DB01018,DB13636,1
DB00704,DB06109,1
DB00679,DB01531,1
DB00344,DB00640,1
DB01297,DB00502,1
DB06769,DB00934,1
DB00186,DB00246,1
DB01622,DB01037,1
DB01018,DB01610,1
DB00471,DB00285,1
DB00831,DB11466,1
DB01242,DB12565,1
DB00344,DB12883,1
DB01151,DB06582,1
DB13312,DB00477,1
DB08882,DB01149,1
DB00246,DB13254,1
DB00320,DB00934,1
DB13875,DB01242,1
DB01242,DB13975,1
DB04829,DB06016,1
DB14585,DB00715,1
DB08815,DB08496,1
DB00476,DB01700,1
DB00704,DB01035,1
DB13662,DB00715,1
DB09027,DB00215,1
DB00649,DB08815,1
DB15328,DB00285,1
DB09061,DB06216,1
DB05266,DB09128,1
DB00235,DB00285,1
DB09167,DB00477,1
DB01295,DB00215,1
DB01267,DB13541,1
DB00831,DB01216,1
DB00628,DB11376,1
DB05488,DB01267,1
DB00176,DB00880,1
DB00623,DB04948,1
DB00476,DB11475,1
DB00285,DB00818,1
DB00422,DB00535,1
DB00502,DB00909,1
DB00404,DB04946,1
DB11757,DB06016,1
DB06684,DB11755,1
DB00829,DB06216,1
DB01104,DB04812,1
DB00821,DB00422,1
DB01075,DB01104,1
DB00334,DB13652,1
DB06210,DB00934,1
DB08918,DB11581,1
DB01576,DB04840,1
DB08860,DB01174,1
DB00833,DB00490,1
DB00543,DB06738,1
DB14126,DB14509,1
DB00586,DB14509,1
DB13170,DB00458,1
DB00716,DB01156,1
DB01238,DB04872,1
DB00285,DB01638,1
DB00091,DB00408,1
DB00176,DB11404,1
DB09242,DB00334,1
DB00450,DB00476,1
DB11057,DB00704,1
DB00723,DB00679,1
DB13772,DB06216,1
DB06736,DB00321,1
DB01088,DB00734,1
DB00254,DB00829,1
DB00246,DB00285,1
DB00422,DB08824,1
DB01567,DB08918,1
DB08918,DB01207,1
DB00404,DB00552,1
DB00555,DB00670,1
DB00182,DB09357,1
DB00215,DB08991,1
DB01283,DB06700,1
DB00763,DB00363,1
DB08439,DB00321,1
DB00458,DB06726,1
DB00091,DB00370,1
DB08892,DB01104,1
DB00477,DB00627,1
DB04946,DB00246,1
DB01100,DB01306,1
DB01156,DB13940,1
DB00540,DB00771,1
DB00934,DB09184,1
DB09128,DB11675,1
DB09049,DB01151,1
DB00176,DB00391,1
DB01511,DB06216,1
DB00679,DB09262,1
DB01267,DB13234,1
DB00334,DB11390,1
DB12151,DB01242,1
DB13636,DB01224,1
DB13636,DB00502,1
DB00617,DB01623,1
DB01224,DB01115,1
DB00656,DB13453,1
DB01277,DB00334,1
DB00215,DB13514,1
DB11712,DB01174,1
DB12483,DB00623,1
DB00598,DB01255,1
DB06774,DB00458,1
DB01242,DB09226,1
DB08839,DB14185,1
DB00490,DB00727,1
DB00831,DB00315,1
DB00726,DB12480,1
DB12080,DB01151,1
DB00651,DB14509,1
DB09128,DB01128,1
DB00246,DB13451,1
DB00438,DB00458,1
DB09117,DB00370,1
DB09128,DB00727,1
DB00215,DB01576,1
DB00477,DB00398,1
DB01030,DB01104,1
DB11059,DB00704,1
DB00196,DB06216,1
DB00489,DB00182,1
DB00414,DB00477,1
DB01101,DB01224,1
DB12531,DB00363,1
DB08882,DB00476,1
DB01224,DB09232,1
DB00285,DB13352,1
DB00617,DB01068,1
DB01149,DB13233,1
DB00285,DB11892,1
DB00422,DB05039,1
DB01242,DB00960,1
DB13675,DB01156,1
DB00363,DB00435,1
DB00475,DB00574,1
DB01224,DB11364,1
DB01100,DB00334,1
DB01001,DB14185,1
DB00334,DB01353,1
DB11718,DB00734,1
DB01421,DB00502,1
DB00472,DB01338,1
DB01283,DB06216,1
DB00543,DB01036,1
DB00543,DB13508,1
DB01174,DB15360,1
DB01576,DB13777,1
DB09128,DB09248,1
DB01247,DB01297,1
DB00540,DB00925,1
DB01217,DB00344,1
DB01595,DB01623,1
DB00726,DB14217,1
DB00490,DB00542,1
DB01339,DB06216,1
DB00728,DB06684,1
DB08881,DB01149,1
DB06204,DB00408,1
DB00688,DB00704,1
DB12545,DB01267,1
DB01175,DB01041,1
DB13044,DB00477,1
DB01156,DB00448,1
DB01495,DB09068,1
DB00461,DB00370,1
DB01242,DB14681,1
DB06684,DB13411,1
DB00408,DB13451,1
DB01175,DB00974,1
DB00543,DB13910,1
DB01267,DB12230,1
DB00752,DB08841,1
DB00363,DB00214,1
DB00486,DB14509,1
DB00476,DB00788,1
DB08865,DB00215,1
DB01100,DB06789,1
DB06077,DB09290,1
DB00344,DB13687,1
DB00344,DB14724,1
DB00404,DB11487,1
DB00623,DB12661,1
DB08918,DB00383,1
DB00363,DB09496,1
DB00476,DB01325,1
DB03783,DB00321,1
DB00476,DB00648,1
DB01267,DB08894,1
DB13191,DB01151,1
DB01149,DB11085,1
DB01452,DB08815,1
DB00355,DB01224,1
DB00562,DB01242,1
DB00808,DB00829,1
DB09212,DB00404,1
DB00246,DB01367,1
DB00291,DB01037,1
DB13770,DB01151,1
DB00433,DB00637,1
DB09223,DB01104,1
DB00850,DB06016,1
DB00970,DB00408,1
DB00334,DB00604,1
DB00285,DB12338,1
DB01576,DB11720,1
DB01247,DB00680,1
DB04917,DB08815,1
DB00246,DB01129,1
DB01182,DB00679,1
DB00405,DB00408,1
DB00176,DB00071,1
DB05819,DB01267,1
DB00866,DB09128,1
DB01149,DB13380,1
DB08893,DB00490,1
DB04626,DB00555,1
DB08918,DB09054,1
DB01247,DB12554,1
DB00734,DB01170,1
DB00934,DB01392,1
DB14185,DB01263,1
DB11642,DB00246,1
DB00623,DB01065,1
DB00176,DB13156,1
DB00176,DB00432,1
DB01590,DB00543,1
DB08918,DB08814,1
DB00296,DB01151,1
DB00715,DB00981,1
DB01255,DB00705,1
DB00502,DB01079,1
DB00476,DB12245,1
DB01247,DB13064,1
DB11770,DB01149,1
DB06077,DB00776,1
DB00543,DB08903,1
DB01104,DB01227,1
DB00476,DB12480,1
